time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.58425	18.8395	4.94728	3.79481	0.458938	radar	1.4977	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39987	18.7078	4.92764	3.81302	0.454367	lidar	1.064	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.2113	18.566	4.90758	3.82464	0.431922	radar	1.39256	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07429	18.4087	4.85773	3.85877	0.447635	lidar	2.23865	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.8961	18.2361	4.88675	3.90105	0.492324	radar	7.06394	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6541	18.0963	4.93368	3.89839	0.459965	lidar	2.58679	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48404	17.9448	4.90176	3.90869	0.43455	radar	3.37286	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26645	17.7789	4.93808	3.91668	0.41775	lidar	1.18803	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09243	17.5954	4.95885	3.94988	0.444742	radar	2.47677	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90765	17.4776	4.93408	3.94805	0.418497	lidar	6.05428	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76939	17.2613	4.95147	4.00153	0.472872	radar	3.31019	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5955	17.077	4.96107	4.01926	0.465898	lidar	0.108273	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42787	16.9093	4.93333	4.02098	0.42645	radar	1.97574	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26198	16.7368	4.9294	4.03338	0.416483	lidar	0.503338	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08907	16.5417	4.9339	4.04112	0.390948	radar	5.06195	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9373	16.3125	4.95899	4.07038	0.401171	lidar	2.32853	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77682	16.1355	4.93944	4.07219	0.370453	radar	1.10341	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57547	15.968	4.96005	4.06326	0.338537	lidar	1.82227	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45293	15.7379	4.98205	4.10742	0.383405	radar	2.05601	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28374	15.5224	5.01203	4.11891	0.37383	lidar	1.00634	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12884	15.3291	5.00779	4.12523	0.356254	radar	0.969558	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.924559	15.1152	5.06161	4.12039	0.32896	lidar	2.95362	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.774959	14.9323	5.03223	4.1184	0.297414	radar	2.29095	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.664018	14.7161	5.01727	4.14502	0.311125	lidar	0.339836	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.556013	14.4759	5.03645	4.18397	0.348427	radar	1.79716	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.384943	14.2568	5.06979	4.1849	0.328864	lidar	1.16938	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.274142	14.0075	5.11007	4.22661	0.375685	radar	3.56538	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.243502	13.7561	5.07191	4.28288	0.419474	lidar	3.19408	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.146367	13.5147	5.09274	4.31453	0.440529	radar	1.21661	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0176159	13.2884	5.12775	4.30831	0.406585	lidar	1.84706	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.13496	13.0683	5.11146	4.3126	0.380615	radar	0.905752	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.155402	12.8369	5.06186	4.36141	0.417215	lidar	2.89951	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.27591	12.6107	5.04982	4.3579	0.377772	radar	3.63908	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.394588	12.3754	5.06621	4.36267	0.360502	lidar	0.424835	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.52163	12.1654	5.04906	4.35308	0.321143	radar	3.857	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.603808	11.9429	5.0334	4.36871	0.321155	lidar	0.491812	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.730803	11.7154	5.0373	4.36089	0.287659	radar	2.86725	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.918212	11.4765	5.09017	4.33224	0.235375	lidar	4.29728	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02866	11.2489	5.06849	4.32489	0.19905	radar	3.02542	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20104	11.0236	5.09823	4.30079	0.158752	lidar	2.32322	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27875	10.7787	5.1127	4.32873	0.193607	radar	1.28175	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4053	10.5273	5.14253	4.32743	0.180595	lidar	1.08445	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48705	10.2675	5.16895	4.35236	0.208427	radar	1.6356	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59115	10.0544	5.14853	4.35268	0.197139	lidar	1.77456	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68203	9.82305	5.13488	4.35778	0.188	radar	0.440817	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7619	9.59931	5.1142	4.36803	0.189233	lidar	0.711409	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86568	9.35074	5.14189	4.37683	0.196472	radar	2.64186	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94348	9.06264	5.18293	4.39512	0.205682	lidar	4.38884	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03337	8.83686	5.15751	4.39253	0.182749	radar	1.67025	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12922	8.58553	5.17175	4.39598	0.175961	lidar	0.234767	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2523	8.3353	5.1969	4.38679	0.153959	radar	3.03983	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30587	8.09728	5.17461	4.40515	0.166582	lidar	0.608318	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37618	7.87929	5.13853	4.4101	0.159306	radar	5.36624	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4866	7.62994	5.15977	4.40428	0.143158	lidar	0.747581	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64863	7.39752	5.16981	4.36264	0.0687559	radar	5.82474	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75111	7.14252	5.18923	4.36171	0.0636013	lidar	0.447514	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81556	6.90549	5.17689	4.37949	0.0884165	radar	1.54881	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86598	6.68936	5.13096	4.39376	0.099582	lidar	2.46855	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93949	6.46112	5.09747	4.38696	0.0682109	radar	4.30285	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99594	6.22132	5.08297	4.39975	0.0787257	lidar	0.497263	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11002	5.97698	5.10647	4.39143	0.0674034	radar	3.15721	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18811	5.70669	5.13417	4.39877	0.0717946	lidar	1.59651	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29705	5.46054	5.14106	4.37914	0.028449	radar	2.26564	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39031	5.20205	5.1624	4.37879	0.0265251	lidar	0.573492	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45861	4.95525	5.16077	4.39146	0.0464238	radar	0.234073	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56675	4.68418	5.20328	4.38683	0.0391927	lidar	2.23608	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67528	4.43356	5.21344	4.36742	-0.00299577	radar	2.31566	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80252	4.1693	5.25579	4.35561	-0.0148792	lidar	2.89328	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88535	3.9272	5.24995	4.3648	0.00694431	radar	1.09894	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96053	3.68995	5.23161	4.36877	0.010285	lidar	0.530514	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06655	3.47824	5.20014	4.3492	-0.0269222	radar	4.07022	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.1577	3.23307	5.20194	4.3486	-0.0260937	lidar	0.0116216	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27197	2.98201	5.2217	4.33352	-0.0525686	radar	0.837225	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35943	2.71201	5.24743	4.33781	-0.0443996	lidar	1.42942	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44717	2.46195	5.2498	4.34245	-0.0317688	radar	0.192892	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54963	2.20096	5.27313	4.34118	-0.0303046	lidar	0.803039	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66091	1.96788	5.26796	4.31587	-0.0837805	radar	4.01186	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77337	1.70068	5.30277	4.31284	-0.0805998	lidar	1.85407	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89719	1.45416	5.31929	4.29464	-0.109092	radar	0.725292	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95944	1.2127	5.29085	4.30223	-0.0971076	lidar	4.62544	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05777	0.988638	5.26372	4.29946	-0.0909205	radar	0.969652	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12131	0.74948	5.23748	4.30667	-0.0799717	lidar	3.91922	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21221	0.464746	5.28568	4.31078	-0.0760448	radar	5.33609	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28833	0.220481	5.27193	4.31515	-0.067882	lidar	1.47387	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39829	-0.016812	5.26411	4.31811	-0.0450952	radar	5.95929	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47058	-0.25991	5.249	4.32435	-0.0363809	lidar	1.61477	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59286	-0.453769	5.20414	4.30243	-0.0656799	radar	4.03423	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73147	-0.646458	5.16771	4.2784	-0.0915302	lidar	3.04717	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84601	-0.872587	5.17213	4.25748	-0.131045	radar	5.37603	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94027	-1.13416	5.19691	4.26413	-0.11425	lidar	1.20713	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02785	-1.39682	5.2184	4.27287	-0.0968455	radar	2.68512	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16678	-1.60665	5.20199	4.25309	-0.115477	lidar	1.1596	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31011	-1.83587	5.2313	4.22076	-0.172757	radar	4.23413	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41509	-2.08205	5.24037	4.22242	-0.159882	lidar	0.487754	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56725	-2.28762	5.22413	4.2002	-0.175959	radar	3.05474	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71645	-2.4978	5.2154	4.18041	-0.189777	lidar	0.487617	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87264	-2.70956	5.21688	4.15802	-0.208909	radar	1.14859	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96394	-2.97273	5.23923	4.17446	-0.174802	lidar	2.50238	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09332	-3.19757	5.23124	4.17097	-0.163674	radar	0.224427	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21837	-3.3981	5.20193	4.15984	-0.168422	lidar	1.39632	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3641	-3.64055	5.22821	4.1551	-0.162386	radar	4.4486	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52433	-3.79094	5.16629	4.11995	-0.197966	lidar	4.96627	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66896	-3.99993	5.16553	4.10727	-0.203999	radar	0.477037	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82308	-4.22428	5.1817	4.09865	-0.201555	lidar	0.445141	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97399	-4.44141	5.18672	4.09075	-0.197757	radar	0.375455	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13453	-4.67426	5.21374	4.08464	-0.192324	lidar	1.20655	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27408	-4.88352	5.18229	4.08784	-0.165013	radar	2.59501	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40706	-5.10266	5.18103	4.08899	-0.153307	lidar	0.290244	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55335	-5.28059	5.12917	4.08043	-0.145963	radar	4.34873	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74553	-5.47638	5.14203	4.05631	-0.166662	lidar	1.63139	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.9035	-5.67647	5.13221	4.04927	-0.161937	radar	0.43449	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06258	-5.86368	5.11962	4.03676	-0.167628	lidar	0.239663	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20077	-6.03268	5.05957	4.03259	-0.155544	radar	7.03279	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38488	-6.14253	4.99723	3.9903	-0.199292	lidar	5.91577	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5582	-6.32754	4.99469	3.9786	-0.199619	radar	0.888282	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70074	-6.53186	4.99641	3.98353	-0.181153	lidar	0.395253	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92091	-6.68995	5.01791	3.94501	-0.220956	radar	6.66334	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1261	-6.84916	5.02018	3.91719	-0.241594	lidar	0.587498	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3099	-7.01174	5.01895	3.89899	-0.250654	radar	1.10092	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5389	-7.18321	5.05007	3.87124	-0.268678	lidar	3.18275	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7441	-7.32584	5.04618	3.84371	-0.287047	radar	2.01331	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9888	-7.47966	5.07646	3.81007	-0.309955	lidar	3.27635	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1788	-7.62242	5.05093	3.79382	-0.310603	radar	1.3582	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3307	-7.77814	5.01706	3.79542	-0.290603	lidar	3.45519	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5275	-7.90726	4.99308	3.77418	-0.298979	radar	2.02864	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7116	-8.01318	4.95113	3.74997	-0.311656	lidar	3.63733	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9089	-8.12936	4.90508	3.72788	-0.319629	radar	2.43891	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1269	-8.21901	4.88633	3.69128	-0.345414	lidar	1.05536	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3495	-8.34386	4.91974	3.67056	-0.348519	radar	2.32157	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5557	-8.42395	4.88814	3.63855	-0.367374	lidar	2.324	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7665	-8.51048	4.84708	3.6087	-0.383963	radar	2.1977	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.04	-8.59495	4.88402	3.56551	-0.411607	lidar	3.49723	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2849	-8.69277	4.91486	3.54095	-0.413719	radar	2.52597	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5081	-8.73872	4.88769	3.50144	-0.437629	lidar	2.22532	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.732	-8.77764	4.83861	3.45723	-0.471343	radar	4.18461	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9554	-8.88782	4.84849	3.4516	-0.449308	lidar	0.725323	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2	-8.97854	4.89254	3.44055	-0.427695	radar	2.74132	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4207	-9.08913	4.89485	3.43996	-0.402722	lidar	0.608227	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6513	-9.15878	4.88578	3.41927	-0.405225	radar	0.252778	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9318	-9.15543	4.90908	3.36065	-0.449868	lidar	1.904	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1861	-9.2294	4.93363	3.34722	-0.436793	radar	4.46276	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4444	-9.3441	4.96851	3.35289	-0.402468	lidar	5.27737	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6906	-9.37219	4.94909	3.31682	-0.428979	radar	1.9151	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9448	-9.45675	4.96947	3.31386	-0.40613	lidar	2.12115	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1978	-9.46477	4.96167	3.27422	-0.43387	radar	2.27786	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4494	-9.45857	4.96167	3.23545	-0.454022	lidar	0.512993	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6742	-9.45416	4.92638	3.19993	-0.475649	radar	5.2439	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9522	-9.442	4.95813	3.16241	-0.49013	lidar	1.40136	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2018	-9.5029	4.97327	3.16928	-0.44663	radar	7.89761	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4603	-9.52156	4.98489	3.15279	-0.439232	lidar	0.516501	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7179	-9.51047	4.9868	3.1213	-0.455225	radar	1.69249	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.972	-9.47835	4.99256	3.08745	-0.467789	lidar	0.195783	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2182	-9.43849	4.98227	3.04826	-0.493596	radar	0.716861	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4283	-9.4804	4.93791	3.05494	-0.459798	lidar	2.41785	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6657	-9.4661	4.93471	3.04077	-0.444297	radar	1.6853	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9134	-9.45925	4.93546	3.02768	-0.433751	lidar	0.272505	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1451	-9.41939	4.92762	3.00531	-0.430603	radar	3.9805	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3872	-9.30333	4.93873	2.94876	-0.470276	lidar	2.94507	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6224	-9.22462	4.92973	2.90609	-0.501368	radar	1.14743	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8696	-9.10576	4.95132	2.85605	-0.528706	lidar	1.25998	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1056	-9.00564	4.95857	2.81873	-0.539558	radar	4.9449	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2961	-9.11944	4.85829	2.87183	-0.455237	lidar	15.3435	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5357	-9.07432	4.86111	2.86148	-0.437566	radar	1.5303	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7555	-8.98212	4.85501	2.8293	-0.449524	lidar	0.728749	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9965	-8.89954	4.86596	2.80283	-0.457004	radar	2.33566	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1959	-8.82997	4.83115	2.7832	-0.455221	lidar	1.64065	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.429	-8.73903	4.83731	2.75561	-0.465927	radar	1.83296	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6275	-8.7102	4.78621	2.75618	-0.4418	lidar	2.45253	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8222	-8.55771	4.77123	2.68997	-0.515109	radar	6.75159	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0259	-8.48424	4.74693	2.6765	-0.502612	lidar	0.577785	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2359	-8.37242	4.75171	2.65585	-0.489564	radar	1.87659	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4626	-8.28268	4.75773	2.64319	-0.476137	lidar	1.04468	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6564	-8.15889	4.74533	2.60955	-0.494405	radar	1.08341	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.879	-7.93966	4.81642	2.55099	-0.52797	lidar	4.92364	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0702	-7.78721	4.81169	2.50283	-0.572651	radar	3.57829	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2912	-7.6212	4.85145	2.47223	-0.572452	lidar	1.98099	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4903	-7.48268	4.85714	2.46296	-0.53406	radar	1.72119	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6581	-7.33597	4.83487	2.43538	-0.536407	lidar	0.74721	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8479	-7.17787	4.84287	2.41487	-0.522969	radar	0.894857	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0149	-7.07487	4.79119	2.40616	-0.507564	lidar	2.35065	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
